id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits
1338,Great Fortitude,Mythic,Your fortitude is unmatched.,Great Fortitude.,Great Fortitude,"Whenever you roll a Fortitude saving throw against a spell, spell-like ability, or supernatural ability from a non-mythic source, roll twice and take the higher result.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Great Fortitude (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your fortitude is unmatched.<h5><b>Prerequisites: </b>Great Fortitude.</h5><h5><b>Benefit: </b>Whenever you roll a Fortitude saving throw against a spell, spell-like ability, or supernatural ability from a non-mythic source, roll twice and take the higher result.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1339,Guided Hand,Mythic,Attacks made with your deity's favored weapon are divinely inspired.,Guided HandUC.,Guided Hand,"When making attacks with your deity's favored weapon, you can add your Wisdom modifier instead of your Strength or Dexterity modifier on damage rolls.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Guided Hand (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Attacks made with your deity's favored weapon are divinely inspired.<h5><b>Prerequisites: </b>Guided Hand<sup>UC</sup>.</h5><h5><b>Benefit: </b>When making attacks with your deity's favored weapon, you can add your Wisdom modifier instead of your Strength or Dexterity modifier on damage rolls.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1340,Heroic Defiance,Mythic,You ignore harmful effects that would bring others down.,Heroic DefianceAPG.,Heroic Defiance,"Once per day as an immediate action, you can attempt to negate the onset of one harmful condition or aff liction (such as panicked, paralyzed, stunned, and so on) that allowed a saving throw for its onset, not including permanent and instantaneous conditions. When you do so, attempt a Will saving throw with a bonus equal to your tier against the original DC of the effect. If you succeed, the condition is negated. If you fail, the onset is delayed until the end of your next turn, after which it takes its normal effect. This feat has no effect on hit point damage or ability damage. This effect is separate from the use of non-mythic Heroic Defiance.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heroic Defiance (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You ignore harmful effects that would bring others down.<h5><b>Prerequisites: </b>Heroic Defiance<sup>APG</sup>.</h5><h5><b>Benefit: </b>Once per day as an immediate action, you can attempt to negate the onset of one harmful condition or aff liction (such as panicked, paralyzed, stunned, and so on) that allowed a saving throw for its onset, not including permanent and instantaneous conditions. When you do so, attempt a Will saving throw with a bonus equal to your tier against the original DC of the effect. If you succeed, the condition is negated. If you fail, the onset is delayed until the end of your next turn, after which it takes its normal effect. This feat has no effect on hit point damage or ability damage. This effect is separate from the use of non-mythic Heroic Defiance.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1341,Heroic Recovery,Mythic,You can shrug off the effects of harmful conditions after they've taken effect.,Heroic RecoveryAPG.,Heroic Recovery,"As a swift action, you can expend one use of mythic power to use Heroic Recovery additional times. Whenever you do, add your tier to the result of the Fortitude save.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heroic Recovery (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You can shrug off the effects of harmful conditions after they've taken effect.<h5><b>Prerequisites: </b>Heroic Recovery<sup>APG</sup>.</h5><h5><b>Benefit: </b>As a swift action, you can expend one use of mythic power to use Heroic Recovery additional times. Whenever you do, add your tier to the result of the Fortitude save.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1342,Improved Bull Rush,Mythic,You push foes around with amazing ease.,Improved Bull Rush.,Improved Bull Rush,"You gain a bonus equal to half your tier on checks to bull rush, and to your CMD when an opponent bull rushes you. These bonuses stack with those granted by non-mythic Improved Bull Rush. Furthermore, you can make an attack of opportunity against any creature that attempts to bull rush you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Bull Rush (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You push foes around with amazing ease.<h5><b>Prerequisites: </b>Improved Bull Rush.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to bull rush, and to your CMD when an opponent bull rushes you. These bonuses stack with those granted by non-mythic Improved Bull Rush. Furthermore, you can make an attack of opportunity against any creature that attempts to bull rush you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1343,Improved Channel,Mythic,"As a divine conduit for energy, you're unmatched.",Improved Channel.,Improved Channel,Non-mythic creatures that take damage from your channel energy must roll their saving throws twice and take the lower result.,,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Channel (Mythic)</p><div style=""clear: both;""></div></div><div><h5>As a divine conduit for energy, you're unmatched.<h5><b>Prerequisites: </b>Improved Channel.</h5><h5><b>Benefit: </b>Non-mythic creatures that take damage from your channel energy must roll their saving throws twice and take the lower result.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1344,Improved Counterspell,Mythic,Your innate understanding of magical mechanics allows you to unravel spells with pure magical energy.,Improved Counterspell.,Improved Counterspell,"When counterspelling, you can use a spell of the same school that is the same or higher spell level as the target spell.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Counterspell (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your innate understanding of magical mechanics allows you to unravel spells with pure magical energy.<h5><b>Prerequisites: </b>Improved Counterspell.</h5><h5><b>Benefit: </b>When counterspelling, you can use a spell of the same school that is the same or higher spell level as the target spell.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1346,Improved Dirty Trick,Mythic,You're a paragon of down-and-dirty fighting.,Improved Dirty TrickAPG.,Improved Dirty Trick,"You gain a bonus equal to half your tier on checks to attempt a dirty trick, and to your CMD when an opponent attempts to perform a dirty trick on you. These bonuses stack with those granted by Improved Dirty Trick. Furthermore, you can make an attack of opportunity against any creature that attempts a dirty trick maneuver against you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Dirty Trick (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You're a paragon of down-and-dirty fighting.<h5><b>Prerequisites: </b>Improved Dirty Trick<sup>APG</sup>.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to attempt a dirty trick, and to your CMD when an opponent attempts to perform a dirty trick on you. These bonuses stack with those granted by Improved Dirty Trick. Furthermore, you can make an attack of opportunity against any creature that attempts a dirty trick maneuver against you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1347,Improved Disarm,Mythic,You're expert at knocking your enemies' weapons away.,Improved Disarm.,Improved Disarm,"You gain a bonus equal to half your tier on checks to disarm, and to your CMD when an opponent tries to disarm you. These bonuses stack with those granted by Improved Disarm. Furthermore, you can make an attack of opportunity against any creature that attempts to disarm you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Disarm (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You're expert at knocking your enemies' weapons away.<h5><b>Prerequisites: </b>Improved Disarm.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to disarm, and to your CMD when an opponent tries to disarm you. These bonuses stack with those granted by Improved Disarm. Furthermore, you can make an attack of opportunity against any creature that attempts to disarm you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1348,Improved Drag,Mythic,You pull your enemies around the battlefield with great ease.,Improved DragAPG.,Improved Drag,"You gain a bonus equal to half your tier on checks to attempt a drag combat maneuver, and to your CMD when an opponent attempts a drag combat maneuver against you. These bonuses stack with those granted by Improved Drag. Furthermore, you can make an attack of opportunity against any creature that attempts a drag maneuver against you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Drag (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You pull your enemies around the battlefield with great ease.<h5><b>Prerequisites: </b>Improved Drag<sup>APG</sup>.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to attempt a drag combat maneuver, and to your CMD when an opponent attempts a drag combat maneuver against you. These bonuses stack with those granted by Improved Drag. Furthermore, you can make an attack of opportunity against any creature that attempts a drag maneuver against you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1349,Improved Familiar,Mythic,Your familiar gains some of your incredible resiliency and insight.,Improved Familiar.,Improved Familiar,"For every 3 tiers you possess, your familiar gains a +2 bonus to an ability score of your choice. These bonuses stack. Your familiar adds your tier to its natural armor bonus and to its spell resistance (if it has spell resistance).",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Familiar (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your familiar gains some of your incredible resiliency and insight.<h5><b>Prerequisites: </b>Improved Familiar.</h5><h5><b>Benefit: </b>For every 3 tiers you possess, your familiar gains a +2 bonus to an ability score of your choice. These bonuses stack. Your familiar adds your tier to its natural armor bonus and to its spell resistance (if it has spell resistance).</h5></div>",0,0,0,0,0,0,0,,,,,0,
1350,Improved Grapple,Mythic,Your wrestling moves are difficult to counter.,Improved Grapple.,Improved Grapple,"You gain a bonus equal to half your tier on checks to grapple, and to your CMD when an opponent tries to grapple you. These bonuses stack with those granted by Improved Grapple. Furthermore, you can make an attack of opportunity against any creature that attempts to grapple you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Grapple (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your wrestling moves are difficult to counter.<h5><b>Prerequisites: </b>Improved Grapple.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to grapple, and to your CMD when an opponent tries to grapple you. These bonuses stack with those granted by Improved Grapple. Furthermore, you can make an attack of opportunity against any creature that attempts to grapple you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1351,Improved Initiative,Mythic,You leap into the fray with speed and confidence.,Improved Initiative.,Improved Initiative,"The bonus on initiative checks granted by Improved Initiative increases by an amount equal to your tier. This bonus stacks with the bonus from Improved Initiative. In addition, instead of rolling initiative, you can expend one use of mythic power to treat your roll as a natural 20.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Initiative (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You leap into the fray with speed and confidence.<h5><b>Prerequisites: </b>Improved Initiative.</h5><h5><b>Benefit: </b>The bonus on initiative checks granted by Improved Initiative increases by an amount equal to your tier. This bonus stacks with the bonus from Improved Initiative. In addition, instead of rolling initiative, you can expend one use of mythic power to treat your roll as a natural 20.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1352,Improved Overrun,Mythic,"You're an unstoppable force on the battlefield, able to run down lesser foes with ease.",Improved Overrun.,Improved Overrun,"You gain a bonus equal to half your tier on checks to overrun, and to your CMD when an opponent tries to overrun you. These bonuses stack with those granted by Improved Overrun. Furthermore, you can make an attack of opportunity against any creature t",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Overrun (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You're an unstoppable force on the battlefield, able to run down lesser foes with ease.<h5><b>Prerequisites: </b>Improved Overrun.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to overrun, and to your CMD when an opponent tries to overrun you. These bonuses stack with those granted by Improved Overrun. Furthermore, you can make an attack of opportunity against any creature t</h5></div>",0,0,0,0,0,0,0,,,,,0,
1353,Improved Reposition,Mythic,You put your foes right where you want them.,Improved RepositionAPG.,Improved Reposition,"You gain a bonus equal to half your tier on checks to attempt a reposition combat maneuver, and to your CMD when an opponent attempts to perform a reposition combat maneuver against you. These bonuses stack with those granted by Improved Reposition. Furthermore, you can make an attack of opportunity against any creature that attempts to reposition you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Reposition (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You put your foes right where you want them.<h5><b>Prerequisites: </b>Improved Reposition<sup>APG</sup>.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to attempt a reposition combat maneuver, and to your CMD when an opponent attempts to perform a reposition combat maneuver against you. These bonuses stack with those granted by Improved Reposition. Furthermore, you can make an attack of opportunity against any creature that attempts to reposition you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1354,Improved Steal,Mythic,Your light fingers can lift even the most closely held item off an enemy.,Improved StealAPG.,Improved Steal,"You gain a bonus equal to half your tier on checks to attempt a steal combat maneuver, and to your CMD when an opponent attempts a steal combat maneuver on you. These bonuses stack with those granted by Improved Steal. Furthermore, you can make an attack of opportunity against any creature that attempts a steal maneuver against, you unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Steal (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your light fingers can lift even the most closely held item off an enemy.<h5><b>Prerequisites: </b>Improved Steal<sup>APG</sup>.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to attempt a steal combat maneuver, and to your CMD when an opponent attempts a steal combat maneuver on you. These bonuses stack with those granted by Improved Steal. Furthermore, you can make an attack of opportunity against any creature that attempts a steal maneuver against, you unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1355,Improved Stonecunning,Mythic,"If you listen close, you can hear the secrets of stone.",Improved StonecunningAPG.,Improved Stonecunning,You gain stone tell as a spell-like ability usable once per day with a caster level equal to twice your tier.,,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Stonecunning (Mythic)</p><div style=""clear: both;""></div></div><div><h5>If you listen close, you can hear the secrets of stone.<h5><b>Prerequisites: </b>Improved Stonecunning<sup>APG</sup>.</h5><h5><b>Benefit: </b>You gain <i>stone tell</i> as a spell-like ability usable once per day with a caster level equal to twice your tier.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1357,Improved Sunder,Mythic,Your mighty smashing blows demolish objects.,Improved Sunder.,Improved Sunder,"You gain a bonus equal to half your tier on checks to sunder, and to your CMD when an opponent tries to sunder an object used by you. These bonuses stack with those granted by Improved Sunder. Furthermore, you can make an attack of opportunity against any creature that attempts to sunder an object used by you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Sunder (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your mighty smashing blows demolish objects.<h5><b>Prerequisites: </b>Improved Sunder.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to sunder, and to your CMD when an opponent tries to sunder an object used by you. These bonuses stack with those granted by Improved Sunder. Furthermore, you can make an attack of opportunity against any creature that attempts to sunder an object used by you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1358,Improved Trip,Mythic,You're expert at knocking your foes down.,Improved Trip.,Improved Trip,"You gain a bonus equal to half your tier on checks to trip, and to your CMD when an opponent tries to trip you. These bonuses stack with those granted by Improved Trip. Furthermore, you can make an attack of opportunity against any creature that attempts to trip you, unless it also has this feat.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Trip (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You're expert at knocking your foes down.<h5><b>Prerequisites: </b>Improved Trip.</h5><h5><b>Benefit: </b>You gain a bonus equal to half your tier on checks to trip, and to your CMD when an opponent tries to trip you. These bonuses stack with those granted by Improved Trip. Furthermore, you can make an attack of opportunity against any creature that attempts to trip you, unless it also has this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1359,Improved Unarmed Strike,Mythic,Your unarmed strikes are more powerful than others.,Improved Unarmed Strike.,Improved Unarmed Strike,"You can add half your tier to your damage with unarmed strikes. As a swift action, you can expend one use of mythic power to overcome the hardness of objects with your unarmed strikes. This effect last for a number of rounds equal to your tier. If an object's hardness is greater than 15, you don't ignore any of its hardness.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Unarmed Strike (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your unarmed strikes are more powerful than others.<h5><b>Prerequisites: </b>Improved Unarmed Strike.</h5><h5><b>Benefit: </b>You can add half your tier to your damage with unarmed strikes. As a swift action, you can expend one use of mythic power to overcome the hardness of objects with your unarmed strikes. This effect last for a number of rounds equal to your tier. If an object's hardness is greater than 15, you don't ignore any of its hardness.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1360,Intimidating Prowess,Mythic,Your mythic stature makes others uneasy.,Intimidating Prowess.,Intimidating Prowess,"You gain a bonus on Intimidate checks equal to your tier against non-mythic creatures, or half your tier against mythic creatures. If you also have the Persuasive (mythic) feat, you can expend one use of mythic power to treat the Intimidate check as if you had rolled a natural 20. You must decide to use this ability before the roll is made.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Intimidating Prowess (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your mythic stature makes others uneasy.<h5><b>Prerequisites: </b>Intimidating Prowess.</h5><h5><b>Benefit: </b>You gain a bonus on Intimidate checks equal to your tier against non-mythic creatures, or half your tier against mythic creatures. If you also have the Persuasive (mythic) feat, you can expend one use of mythic power to treat the Intimidate check as if you had rolled a natural 20. You must decide to use this ability before the roll is made.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1362,Knockout Artist,Mythic,Your knockout punches are truly mighty.,Knockout ArtistUC.,Knockout Artist,"When you use your unarmed strike to deal nonlethal damage and sneak attack damage to an opponent, roll d8s for each sneak attack die instead of d6s.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Knockout Artist (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your knockout punches are truly mighty.<h5><b>Prerequisites: </b>Knockout Artist<sup>UC</sup>.</h5><h5><b>Benefit: </b>When you use your unarmed strike to deal nonlethal damage and sneak attack damage to an opponent, roll d8s for each sneak attack die instead of d6s.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1363,Legendary Teamwork,Mythic,You and your allies fight with great coordination.,Any two teamwork feats.,,"Any fixed numeric bonuses you gain from teamwork feats are increased by 1. This doesn't apply to variable numeric bonuses or to effects that are not numeric bonuses, such as additional attacks of opportunity, movement, or other extra actions.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Legendary Teamwork (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You and your allies fight with great coordination.<h5><b>Prerequisites: </b>Any two teamwork feats.</h5><h5><b>Benefit: </b>Any fixed numeric bonuses you gain from teamwork feats are increased by 1. This doesn't apply to variable numeric bonuses or to effects that are not numeric bonuses, such as additional attacks of opportunity, movement, or other extra actions.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1364,Lightning Reflexes,Mythic,Your reflexes are superhuman.,Lightning Reflexes.,Lightning Reflexes,"Whenever you roll a Ref lex saving throw against a spell, spell-like ability, or supernatural ability from a non-mythic source, roll twice and take the higher result.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lightning Reflexes (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your reflexes are superhuman.<h5><b>Prerequisites: </b>Lightning Reflexes.</h5><h5><b>Benefit: </b>Whenever you roll a Ref lex saving throw against a spell, spell-like ability, or supernatural ability from a non-mythic source, roll twice and take the higher result.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1365,Lucky Halfling,Mythic,You share your mythic luck with those around you.,Lucky HalflingAPG.,Lucky Halfling,"When you use Lucky Halfling, add your tier as a bonus on the saving throw. You can expend one use of mythic power when an ally uses your save but still suffers an effect on a successful saving throw. If you do, that ally suffers no effect on the successful saving throw.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lucky Halfling (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You share your mythic luck with those around you.<h5><b>Prerequisites: </b>Lucky Halfling<sup>APG</sup>.</h5><h5><b>Benefit: </b>When you use Lucky Halfling, add your tier as a bonus on the saving throw. You can expend one use of mythic power when an ally uses your save but still suffers an effect on a successful saving throw. If you do, that ally suffers no effect on the successful saving throw.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1366,Lucky Surge,Mythic,Your surges defy the odds.,"Potent Surge, 3rd mythic tier.",Potent Surge,"Whenever you use your surge ability, you can roll your surge dice twice and take the higher result. If you can already roll your surge dice twice and take the higher result, you roll your surge dice three times and take the highest result.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lucky Surge (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your surges defy the odds.<h5><b>Prerequisites: </b>Potent Surge, 3rd mythic tier.</h5><h5><b>Benefit: </b>Whenever you use your surge ability, you can roll your surge dice twice and take the higher result. If you can already roll your surge dice twice and take the higher result, you roll your surge dice three times and take the highest result.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1367,Lunge,Mythic,Your reaching strikes aid your defenses against those you hit.,Lunge.,Lunge,"Whenever you use Lunge and hit a creature with the melee attack, you no longer take a -2 penalty to AC against that creature. You can expend one use of mythic power when you use Lunge to negate the -2 penalty to AC whether you hit or miss, and gain a +2 bonus on attacks of opportunity you make while Lunge is in effect.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lunge (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your reaching strikes aid your defenses against those you hit.<h5><b>Prerequisites: </b>Lunge.</h5><h5><b>Benefit: </b>Whenever you use Lunge and hit a creature with the melee attack, you no longer take a -2 penalty to AC against that creature. You can expend one use of mythic power when you use Lunge to negate the -2 penalty to AC whether you hit or miss, and gain a +2 bonus on attacks of opportunity you make while Lunge is in effect.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1368,Magical Aptitude,Mythic,Your understanding of the principles and intricacies of magic goes far beyond your training.,Magical Aptitude.,Magical Aptitude,"The bonus on Spellcraft and Use Magic Device skill checks from Magical Aptitude increases by 2. In addition, you can expend one use of mythic power to treat a Spellcraft or Use Magic Device check as if you had rolled a natural 20. You must decide to use this ability before making the roll.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Magical Aptitude (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your understanding of the principles and intricacies of magic goes far beyond your training.<h5><b>Prerequisites: </b>Magical Aptitude.</h5><h5><b>Benefit: </b>The bonus on Spellcraft and Use Magic Device skill checks from Magical Aptitude increases by 2. In addition, you can expend one use of mythic power to treat a Spellcraft or Use Magic Device check as if you had rolled a natural 20. You must decide to use this ability before making the roll.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1369,Manyshot,Mythic,You can fire a barrage of arrows at your target with very little effort.,Manyshot.,Manysho,"When making a full-attack action with a bow and using Manyshot, you fire two arrows with both your first and second attacks, instead of just your first attack.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Manyshot (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You can fire a barrage of arrows at your target with very little effort.<h5><b>Prerequisites: </b>Manyshot.</h5><h5><b>Benefit: </b>When making a full-attack action with a bow and using Manyshot, you fire two arrows with both your first and second attacks, instead of just your first attack.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1370,Marked For Glory,General,You're destined for glory beyond the ken of ordinary adventurers and mere mortals.,"Great Fortitude, Iron Will, or Lightning Reflexes.","Great Fortitude, Iron Will, or Lightning Reflexes","You can use the surge ability (see page 12) once per day (adding 1d6). If you are or become mythic, you can use your surge one additional time per day.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Marked For Glory</p><div style=""clear: both;""></div></div><div><h5>You're destined for glory beyond the ken of ordinary adventurers and mere mortals.<h5><b>Prerequisites: </b>Great Fortitude, Iron Will, or Lightning Reflexes.</h5><h5><b>Benefit: </b>You can use the surge ability (see page 12) once per day (adding 1d6). If you are or become mythic, you can use your surge one additional time per day.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1371,Maximize Surge,Mythic,"In times of dire need, you can burn your mythic power to ensure success.",6th mythic tier.,,"Once per day when you surge, you can expend two uses of mythic power to treat your surge die as though it rolled the maximum result.",,"You can take this feat multiple times. Each time you do, you gain an extra use of this feat per day.",Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Maximize Surge (Mythic)</p><div style=""clear: both;""></div></div><div><h5>In times of dire need, you can burn your mythic power to ensure success.<h5><b>Prerequisites: </b>6th mythic tier.</h5><h5><b>Benefit: </b>Once per day when you surge, you can expend two uses of mythic power to treat your surge die as though it rolled the maximum result.</h5><h5><b>Special: </b>You can take this feat multiple times. Each time you do, you gain an extra use of this feat per day.</h5></div>",0,0,0,0,0,0,0,,,,,1,
1372,Medusa's Wrath,Mythic,"Your barrage of unarmed attacks builds to a single, staggering strike.",Medusa's Wrath.,Medusa's Wrath,"You may forgo the two additional unarmed strikes of Medusa's Wrath to instead make a single unarmed strike at your highest base attack bonus. If you successfully hit your opponent, it must succeed at a Fortitude saving throw (DC 10 + 1/2 your character level + your Wisdom modifier) or be staggered for 1 round. You can expend one use of mythic power when you stagger a target with Medusa's Wrath to extend the duration of the staggered condition by a number of rounds equal to half your tier.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Medusa's Wrath (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your barrage of unarmed attacks builds to a single, staggering strike.<h5><b>Prerequisites: </b>Medusa's Wrath.</h5><h5><b>Benefit: </b>You may forgo the two additional unarmed strikes of Medusa's Wrath to instead make a single unarmed strike at your highest base attack bonus. If you successfully hit your opponent, it must succeed at a Fortitude saving throw (DC 10 + 1/2 your character level + your Wisdom modifier) or be staggered for 1 round. You can expend one use of mythic power when you stagger a target with Medusa's Wrath to extend the duration of the staggered condition by a number of rounds equal to half your tier.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1373,Missile Shield,Mythic,Your remarkable awareness allows you to deflect multiple ranged attacks and even ray spells.,Missile ShieldAPG.,Missile Shield,"When using Missile Shield, you can deflect an additional number of ranged attacks per round equal to half your tier. You can expend one use of mythic power as an immediate action to deflect a single ray from a ray spell or effect targeting you.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Missile Shield (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your remarkable awareness allows you to deflect multiple ranged attacks and even ray spells.<h5><b>Prerequisites: </b>Missile Shield<sup>APG</sup>.</h5><h5><b>Benefit: </b>When using Missile Shield, you can deflect an additional number of ranged attacks per round equal to half your tier. You can expend one use of mythic power as an immediate action to deflect a single ray from a ray spell or effect targeting you.</h5></div>",0,0,0,0,0,0,0,,,,,0,
