class,class_fr,name,name_fr,description,description_fr
barbarian,Barbare,Tireless Rage (Ex),Rage sans fatigue (Ext),"Starting at 17th level, a barbarian no longer becomes fatigued at the end of her rage.","Dès le niveau 17, un barbare n’est plus fatigué lorsqu’il met fin à sa rage."
barbarian,Barbare,Mighty Rage (Ex),Rage de maître berserker (Ext),"At 20th level, when a barbarian enters rage, the morale bonus to her Strength and Constitution increases to +8 and the morale bonus on her Will saves increases to +4.","Au niveau 20, les bonus de moral à la Force et à la Constitution gagnés lorsque le barbare entre en rage passent à +8 et le bonus de moral aux jets de Volonté grimpe à +4."
bard,Barde,Weapon and Armor Proficiency,Armes et armures,"A bard is proficient with all simple weapons, plus the longsword, rapier, sap, short sword, shortbow, and whip. Bards are also proficient with light armor and shields (except tower shields). A bard can cast bard spells while wearing light armor and use a shield without incurring the normal arcane spell failure chance. Like any other arcane spellcaster, a bard wearing medium or heavy armor incurs a chance of arcane spell failure if the spell in question has a somatic component. A multiclass bard still incurs the normal arcane spell failure chance for arcane spells received from other classes.","Le barde est formé au maniement de toutes les armes courantes ainsi que de l’arc court, l’épée courte, l’épée longue, la matraque, la rapière, et du fouet. Il est également formé au port des armures légères et à l’utilisation des boucliers (à l’exception des pavois). Il peut porter une armure légère et utiliser un bouclier sans encourir de risque d’échec des sorts. S’il porte une armure intermédiaire ou lourde, le risque d’échec des sorts s’applique normalement lorsque le sort lancé possède une composante gestuelle (comme pour les autres lanceurs de sorts profanes). Ces particularités ne concernent que les sorts de barde : les règles normales s’appliquent dans le cas des sorts qu’un barde multiclassé reçoit grâce à d’autres classes."
bard,Barde,Spells,Sorts,"A bard casts arcane spells drawn from the bard spell list presented in Spell Lists. He can cast any spell he knows without preparing it ahead of time. Every bard spell has a verbal component (song, recitation, or music). To learn or cast a spell, a bard must have a Charisma score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a bard's spell is 10 + the spell level + the bard's Charisma modifier.Like other spellcasters, a bard can cast only a certain number of spells of each spell level per day. His base daily spell allotment is given on Table: Bard. In addition, he receives bonus spells per day if he has a high Charisma score (see  Table: Ability Modifiers and Bonus Spells).The bard's selection of spells is extremely limited. A bard begins play knowing four 0-level spells and two 1st-level spells of the bard's choice. At each new bard level, he gains one or more new spells, as indicated on Table: Bard Spells Known. (Unlike spells per day, the number of spells a bard knows is not affected by his Charisma score. The numbers on Table: Bard Spells Known are fixed.)Upon reaching 5th level, and at every third bard level after that (8th, 11th, and so on), a bard can choose to learn a new spell in place of one he already knows. In effect, the bard â€œlosesâ€ the old spell in exchange for the new one. The new spell's level must be the same as that of the spell being exchanged, and it must be at least one level lower than the highest-level bard spell the bard can cast. A bard may swap only a single spell at any given level and must choose whether or not to swap the spell at the same time that he gains new spells known for the level.A bard need not prepare his spells in advance. He can cast any spell he knows at any time, assuming he has not yet used up his allotment of spells per day for the spell's level.","Un barde peut lancer des sorts profanes appartenant à la liste des sorts de bardes. Il peut lancer les sorts qu’il connaît sans devoir les préparer à l’avance. Tous les sorts qu’un barde lance s’accompagnent d’une composante verbale (qui peut prendre la forme d’une chanson, d’un poème ou d’un air de musique). Pour apprendre ou lancer un sort, le barde doit avoir une valeur de Charisme d’au moins 10 + le niveau du sort. Le degré de difficulté des jets de sauvegarde contre ses sorts vaut 10 + le niveau du sort + le modificateur de Charisme du barde.
Comme les autres lanceurs de sorts, le barde ne peut lancer qu’un certain nombre de sorts de chaque niveau chaque jour. Son quota de sorts quotidiens est indiqué sur la Table ""Le Barde"". En plus de cela, il reçoit des sorts en bonus chaque jour s’il possède un Charisme élevé (voir la Table ""Modificateurs de caractéristique et sorts en bonus"").
Le barde possède un répertoire de sorts très limité. Il commence sa carrière en connaissant seulement quatre sorts du niveau 0 et deux sorts du 1^er niveau (il peut choisir ces sorts). Chaque fois qu’il gagne un niveau de barde, il reçoit un ou plusieurs nouveaux sorts, comme indiqué sur la Table ""Sorts connus par le barde"" (contrairement au quota de sorts quotidiens, le nombre de sorts connus par un barde n’est pas modifié par sa valeur de Charisme ; les chiffres de la Table ""Sorts connus par le barde"" sont fixes).
Lorsqu’il atteint le niveau 5, et tous les trois niveaux de barde suivants (aux niveaux 8, 11, etc.), le barde peut choisir d’apprendre un nouveau sort à la place de l’un de ceux qu’il connaît déjà. Le barde oublie alors un sort au profit d’un autre. Le niveau du nouveau sort doit être identique à celui du sort oublié, et il ne peut s’agir d’un sort appartenant au plus haut niveau de sorts accessible au barde. Un barde ne peut échanger qu’un seul sort à chaque fois, et doit choisir s’il procède à un échange au moment où il apprend de nouveaux sorts lors du passage de niveau.
Un barde n’a pas besoin de préparer ses sorts à l’avance. Il peut lancer n’importe quel sort de son répertoire à n’importe quel moment, pour autant qu’il n’ait pas épuisé son quota de sorts de ce niveau pour la journée."
bard,Barde,Bardic Knowledge (Ex),Savoir bardique (Ext),A bard adds half his class level (minimum 1) on all Knowledge skill checks and may make all Knowledge skill checks untrained.,"Un barde ajoute la moitié de son niveau de classe (au minimum 1) à tous ses tests de Connaissances et peut utiliser n’importe quelle compétence de Connaissances, même s’il n’a pas investi de points de compétence dans celle-ci."
bard,Barde,Bardic Performance,Représentation bardique,"A bard is trained to use the Perform skill to create magical effects on those around him, including himself if desired. He can use this ability for a number of rounds per day equal to 4 + his Charisma modifier. At each level after 1st a bard can use bardic performance for 2 additional rounds per day. Each round, the bard can produce any one of the types of bardic performance that he has mastered, as indicated by his level.Starting a bardic performance is a standard action, but it can be maintained each round as a free action. Changing a bardic performance from one effect to another requires the bard to stop the previous performance and start a new one as a standard action. A bardic performance cannot be disrupted, but it ends immediately if the bard is killed, paralyzed, stunned, knocked unconscious, or otherwise prevented from taking a free action to maintain it each round. A bard cannot have more than one bardic performance in effect at one time.At 7th level, a bard can start a bardic performance as a move action instead of a standard action. At 13th level, a bard can start a bardic performance as a swift action.Each bardic performance has audible components, visual components, or both.If a bardic performance has audible components, the targets must be able to hear the bard for the performance to have any effect, and many such performances are language dependent (as noted in the description). A deaf bard has a 20% chance to fail when attempting to use a bardic performance with an audible component. If he fails this check, the attempt still counts against his daily limit. Deaf creatures are immune to bardic performances with audible components.If a bardic performance has a visual component, the targets must have line of sight to the bard for the performance to have any effect. A blind bard has a 50% chance to fail when attempting to use a bardic performance with a visual component. If he fails this check, the attempt still counts against his daily limit. Blind creatures are immune to bardic performances with visual components.Countersong (Su): At 1st level, a bard learns to counter magic effects that depend on sound (but not spells that have verbal components). Each round of the countersong he makes a Perform (keyboard, percussion, wind, string, or sing) skill check. Any creature within 30 feet of the bard (including the bard himself) that is affected by a sonic or language-dependent magical attack may use the bard's Perform check result in place of its saving throw if, after the saving throw is rolled, the Perform check result proves to be higher. If a creature within range of the countersong is already under the effect of a noninstantaneous sonic or language-dependent magical attack, it gains another saving throw against the effect each round it hears the countersong, but it must use the bard's Perform skill check result for the save. Countersong does not work on effects that don't allow saves. Countersong relies on audible components.Distraction (Su): At 1st level, a bard can use his performance to counter magic effects that depend on sight. Each round of the distraction, he makes a Perform (act, comedy, dance, or oratory) skill check. Any creature within 30 feet of the bard (including the bard himself) that is affected by an illusion (pattern) or illusion (figment) magical attack may use the bard's Perform check result in place of its saving throw if, after the saving throw is rolled, the Perform skill check proves to be higher. If a creature within range of the distraction is already under the effect of a noninstantaneous illusion (pattern) or illusion (figment) magical attack, it gains another saving throw against the effect each round it sees the distraction, but it must use the bard's Perform skill check result for the save. Distraction does not work on effects that don't allow saves. Distraction relies on visual components.Fascinate (Su): At 1st level, a bard can use his performance to cause one or more creatures to become fascinated with him. Each creature to be fascinated must be within 90 feet, able to see and hear the bard, and capable of paying attention to him. The bard must also be able to see the creatures affected. The distraction of a nearby combat or other dangers prevents this ability from working. For every three levels the bard has attained beyond 1st, he can target one additional creature with this ability.Each creature within range receives a Will save (DC 10 + 1/2 the bard's level + the bard's Cha modifier) to negate the effect. If a creature's saving throw succeeds, the bard cannot attempt to fascinate that creature again for 24 hours. If its saving throw fails, the creature sits quietly and observes the performance for as long as the bard continues to maintain it. While fascinated, a target takes a –4 penalty on all skill checks made as reactions, such as Perception checks. Any potential threat to the target allows the target to make a new saving throw against the effect. Any obvious threat, such as someone drawing a weapon, casting a spell, or aiming a weapon at the target, automatically breaks the effect.Fascinate is an enchantment (compulsion), mind-affecting ability. Fascinate relies on audible and visual components in order to function.Inspire Courage (Su): A 1st-level bard can use his performance to inspire courage in his allies (including himself), bolstering them against fear and improving their combat abilities. To be affected, an ally must be able to perceive the bard's performance. An affected ally receives a +1 morale bonus on saving throws against charm and fear effects and a +1 competence bonus on attack and weapon damage rolls. At 5th level, and every six bard levels thereafter, this bonus increases by +1, to a maximum of +4 at 17th level. Inspire courage is a mind-affecting ability. Inspire courage can use audible or visual components. The bard must choose which component to use when starting his performance.Inspire Competence (Su): A bard of 3rd level or higher can use his performance to help an ally succeed at a task. That ally must be within 30 feet and be able to hear the bard. The ally gets a +2 competence bonus on skill checks with a particular skill as long as she continues to hear the bard's performance. This bonus increases by +1 for every four levels the bard has attained beyond 3rd (+3 at 7th, +4 at 11th, +5 at 15th, and +6 at 19th). Certain uses of this ability are infeasible, such as Stealth, and may be disallowed at the GM's discretion. A bard can't inspire competence in himself. Inspire competence relies on audible components.Suggestion (Sp): A bard of 6th level or higher can use his performance to make a suggestion (as per the spell) to a creature he has already fascinated (see above). Using this ability does not disrupt the fascinate effect, but it does require a standard action to activate (in addition to the free action to continue the fascinate effect). A bard can use this ability more than once against an individual creature during an individual performance.Making a suggestion does not count against a bard's daily use of bardic performance. A Will saving throw (DC 10 + 1/2 the bard's level + the bard's Cha modifier) negates the effect. This ability affects only a single creature. Suggestion is an enchantment (compulsion), mind affecting, language-dependent ability and relies on audible components.Dirge of Doom (Su): A bard of 8th level or higher can use his performance to foster a sense of growing dread in his enemies, causing them to become shaken. To be affected, an enemy must be within 30 feet and able to see and hear the bard's performance. The effect persists for as long as the enemy is within 30 feet and the bard continues his performance. This performance cannot cause a creature to become frightened or panicked, even if the targets are already shaken from another effect. Dirge of doom is a mind-affecting fear effect, and it relies on audible and visual components.Inspire Greatness (Su): A bard of 9th level or higher can use his performance to inspire greatness in himself or a single willing ally within 30 feet, granting extra fighting capability. For every three levels the bard attains beyond 9th, he can target an additional ally while using this performance (up to a maximum of four targets at 18th level). To inspire greatness, all of the targets must be able to see and hear the bard. A creature inspired with greatness gains 2 bonus Hit Dice (d10s), the commensurate number of temporary hit points (apply the target's Constitution modifier, if any, to these bonus Hit Dice), a +2 competence bonus on attack rolls, and a +1 competence bonus on Fortitude saves. The bonus Hit Dice count as regular Hit Dice for determining the effect of spells that are Hit Dice dependent. Inspire greatness is a mind-affecting ability and it relies on audible and visual components.Soothing Performance (Su): A bard of 12th level or higher can use his performance to create an effect equivalent to a mass cure serious wounds, using the bard's level as the caster level. In addition, this performance removes the fatigued, sickened, and shaken conditions from all those affected. Using this ability requires 4 rounds of continuous performance, and the targets must be able to see and hear the bard throughout the performance. Soothing performance affects all targets that remain within 30 feet throughout the performance. Soothing performance relies on audible and visual components.Frightening Tune (Sp): A bard of 14th level or higher can use his performance to cause fear in his enemies. To be affected, an enemy must be able to hear the bard perform and be within 30 feet. Each enemy within range receives a Will save (DC 10 + 1/2 the bard's level + the bard's Cha modifier) to negate the effect. If the save succeeds, the creature is immune to this ability for 24 hours. If the save fails, the target becomes frightened and flees for as long as the target can hear the bard's performance. Frightening tune relies on audible components.Inspire Heroics (Su): A bard of 15th level or higher can inspire tremendous heroism in himself or a single ally within 30 feet. For every three bard levels the character attains beyond 15th, he can inspire heroics in an additional creature. To inspire heroics, all of the targets must be able to see and hear the bard. Inspired creatures gain a +4 morale bonus on saving throws and a +4 dodge bonus to AC. This effect lasts for as long as the targets are able to witness the performance. Inspire heroics is a mind-affecting ability that relies on audible and visual components.Mass Suggestion (Sp): This ability functions just like suggestion, but allows a bard of 18th level or higher to make a suggestion simultaneously to any number of creatures that he has already fascinated. Mass suggestion is an enchantment (compulsion), mind-affecting, language-dependent ability that relies on audible components.Deadly Performance (Su): A bard of 20th level or higher can use his performance to cause one enemy to die from joy or sorrow. To be affected, the target must be able to see and hear the bard perform for 1 full round and be within 30 feet. The target receives a Will save (DC 10 + 1/2 the bard's level + the bard's Cha modifier) to negate the effect. If a creature's saving throw succeeds, the target is staggered for 1d4 rounds, and the bard cannot use deadly performance on that creature again for 24 hours. If a creature's saving throw fails, it dies. Deadly performance is a mind-affecting death effect that relies on audible and visual components.","Un barde peut utiliser la compétence Représentation pour créer des effets magiques affectant ceux qui sont proches de lui, y compris lui-même s’il le désire. Chaque jour, il peut utiliser cette capacité pendant un nombre de rounds égal à 4 + son modificateur de Charisme. Ce nombre augmente de +2 à chaque niveau de barde après le premier. Au fil des niveaux, le barde apprend à produire différents effets. Chaque round, il peut choisir celui qu’il désire utiliser.
Il faut utiliser une action simple pour activer un effet de représentation bardique mais, pour maintenir en place un effet déjà activé un round de plus, une action libre suffit. Pour passer à un autre effet, le barde doit arrêter le précédent et utiliser une action simple pour activer le nouvel effet. Un adversaire ne peut interrompre une représentation bardique mais l’effet se termine immédiatement si le barde est tué, paralysé, étourdi, s’il tombe inconscient ou s’il lui est impossible, pour une raison ou pour une autre, de dévouer une action libre chaque round pour le maintenir. Un barde ne peut appliquer qu’un seul effet de représentation bardique à la fois.
À partir du niveau 7, le barde n’a besoin que d’une action de mouvement pour activer un effet de représentation bardique. À partir du niveau 13, une action rapide suffit.
Chaque représentation bardique possède une composante sonore, une composante visuelle, ou les deux.
Dans le cas de composantes sonores, les cibles doivent être capables d’entendre le barde et, dans la plupart des cas (voir les descriptions individuelles pour plus de précision) de comprendre le langage utilisé pour être affectées par la représentation. Un barde sourd a 20% de chances d’échec lorsqu’il entreprend une représentation à composante sonore. En cas d’échec, la tentative est quand même décomptée de son quota journalier. Les créatures sourdes ne peuvent pas être affectées par une représentation bardique à composante sonore.
Dans le cas de composantes visuelles, les cibles doivent disposer d’une ligne de mire jusqu’au barde pour être affectées par sa représentation. Un barde aveugle a 50% de chances d’échec lorsqu’il entreprend une représentation à composante visuelle. En cas d’échec, la tentative est quand même décomptée de son quota journalier. Les créatures aveugles ne peuvent pas être affectées par une représentation bardique à composante visuelle.
Voir la liste des représentations bardiques.
En remplacement de sa représentation bardique, le barde peut exécuter, sous certaines conditions, un chef-d’œuvre lui permettant de réaliser un exploit incroyable. Voir la description des chefs-d’œuvre."
bard,Barde,Cantrips,Tours de magie,"Bards learn a number of cantrips, or 0-level spells, as noted on Table: Bard Spells Known under â€œSpells Known.â€ These spells are cast like any other spell, but they do not consume any slots and may be used again.","Les bardes apprennent un certain nombre de tours de magie (ou sorts de niveau 0) comme indiqué dans la Table ""Sorts connus par le barde"". Ces sorts sont lancés de la même manière que les autres mais ils ne nécessitent aucun emplacement de sorts et peuvent être utilisés de manière illimitée."
bard,Barde,First Versatile Performance (Ex),Première versatilité artistique (Ext),"At 2nd level, a bard can choose one type of Perform skill. He can use his bonus in that skill in place of his bonus in associated skills. When substituting in this way, the bard uses his total Perform skill bonus, including class skill bonus, in place of its associated skill's bonus, whether or not he has ranks in that skill or if it is a class skill. At 6th level, and every 4 levels thereafter, the bard can select an additional type of Perform to substitute.The types of Perform and their associated skills are: Act (Bluff, Disguise), Comedy (Bluff, Intimidate), Dance (Acrobatics, Fly), Keyboard Instruments (Diplomacy, Intimidate), Oratory (Diplomacy, Sense Motive), Percussion (Handle Animal, Intimidate), Sing (Bluff, Sense Motive), String (Bluff, Diplomacy), and Wind (Diplomacy, Handle Animal).","Au niveau 2, un barde peut choisir une forme de la compétence Représentation et utiliser le modificateur correspondant à la place des modificateurs de certaines compétences auxquelles elles sont associées. Lorsque le barde choisit de faire cette substitution, il utilise son bonus total pour la compétence de Représentation (y compris son bonus de compétence de classe) au lieu de son bonus dans la compétence associée et ce, qu’il ait investi des points de compétence dans celle-ci ou non. Au niveau 6 et tous les quatre niveaux par la suite, le barde peut choisir une nouvelle forme de la compétence Représentation qu’il pourra également utiliser pour cette substitution.
Les formes de Représentation et leurs compétences associées sont : chant (Bluff, Psychologie), danse (Acrobaties, Vol), déclamation (Diplomatie, Psychologie), farce (Bluff, Intimidation), instruments à clavier (Diplomatie, Intimidation), instruments à cordes (Bluff, Diplomatie), instruments à vent (Diplomatie, Dressage), percussions (Dressage, Intimidation) et scène (Bluff, Déguisement)."
bard,Barde,Second Versatile Performance (Ex),Deuxième versatilité artistique (Ext),"At 2nd level, a bard can choose one type of Perform skill. He can use his bonus in that skill in place of his bonus in associated skills. When substituting in this way, the bard uses his total Perform skill bonus, including class skill bonus, in place of its associated skill's bonus, whether or not he has ranks in that skill or if it is a class skill. At 6th level, and every 4 levels thereafter, the bard can select an additional type of Perform to substitute.The types of Perform and their associated skills are: Act (Bluff, Disguise), Comedy (Bluff, Intimidate), Dance (Acrobatics, Fly), Keyboard Instruments (Diplomacy, Intimidate), Oratory (Diplomacy, Sense Motive), Percussion (Handle Animal, Intimidate), Sing (Bluff, Sense Motive), String (Bluff, Diplomacy), and Wind (Diplomacy, Handle Animal).","Au niveau 2, un barde peut choisir une forme de la compétence Représentation et utiliser le modificateur correspondant à la place des modificateurs de certaines compétences auxquelles elles sont associées. Lorsque le barde choisit de faire cette substitution, il utilise son bonus total pour la compétence de Représentation (y compris son bonus de compétence de classe) au lieu de son bonus dans la compétence associée et ce, qu’il ait investi des points de compétence dans celle-ci ou non. Au niveau 6 et tous les quatre niveaux par la suite, le barde peut choisir une nouvelle forme de la compétence Représentation qu’il pourra également utiliser pour cette substitution.
Les formes de Représentation et leurs compétences associées sont : chant (Bluff, Psychologie), danse (Acrobaties, Vol), déclamation (Diplomatie, Psychologie), farce (Bluff, Intimidation), instruments à clavier (Diplomatie, Intimidation), instruments à cordes (Bluff, Diplomatie), instruments à vent (Diplomatie, Dressage), percussions (Dressage, Intimidation) et scène (Bluff, Déguisement)."
bard,Barde,Third Versatile Performance (Ex),Troisième ersatilité artistique (Ext),"At 2nd level, a bard can choose one type of Perform skill. He can use his bonus in that skill in place of his bonus in associated skills. When substituting in this way, the bard uses his total Perform skill bonus, including class skill bonus, in place of its associated skill's bonus, whether or not he has ranks in that skill or if it is a class skill. At 6th level, and every 4 levels thereafter, the bard can select an additional type of Perform to substitute.The types of Perform and their associated skills are: Act (Bluff, Disguise), Comedy (Bluff, Intimidate), Dance (Acrobatics, Fly), Keyboard Instruments (Diplomacy, Intimidate), Oratory (Diplomacy, Sense Motive), Percussion (Handle Animal, Intimidate), Sing (Bluff, Sense Motive), String (Bluff, Diplomacy), and Wind (Diplomacy, Handle Animal).","Au niveau 2, un barde peut choisir une forme de la compétence Représentation et utiliser le modificateur correspondant à la place des modificateurs de certaines compétences auxquelles elles sont associées. Lorsque le barde choisit de faire cette substitution, il utilise son bonus total pour la compétence de Représentation (y compris son bonus de compétence de classe) au lieu de son bonus dans la compétence associée et ce, qu’il ait investi des points de compétence dans celle-ci ou non. Au niveau 6 et tous les quatre niveaux par la suite, le barde peut choisir une nouvelle forme de la compétence Représentation qu’il pourra également utiliser pour cette substitution.
Les formes de Représentation et leurs compétences associées sont : chant (Bluff, Psychologie), danse (Acrobaties, Vol), déclamation (Diplomatie, Psychologie), farce (Bluff, Intimidation), instruments à clavier (Diplomatie, Intimidation), instruments à cordes (Bluff, Diplomatie), instruments à vent (Diplomatie, Dressage), percussions (Dressage, Intimidation) et scène (Bluff, Déguisement)."
